"","GEOGRAPHY_CODE","CELL_NAME","CELL_CODE","CELL_TYPE","MEASURES_NAME","OBS_VALUE"
"367","E01003935","Work mainly at or from home","QS701EW0002","Method of Travel to Work","Value",30
"368","E01003935","Work mainly at or from home","QS701EW0002","Method of Travel to Work","Percent",2.6
"369","E01003935","Underground, metro, light rail, tram","QS701EW0003","Method of Travel to Work","Value",120
"370","E01003935","Underground, metro, light rail, tram","QS701EW0003","Method of Travel to Work","Percent",10.3
"371","E01003935","Train","QS701EW0004","Method of Travel to Work","Value",40
"372","E01003935","Train","QS701EW0004","Method of Travel to Work","Percent",3.4
"373","E01003935","Bus, minibus or coach","QS701EW0005","Method of Travel to Work","Value",68
"374","E01003935","Bus, minibus or coach","QS701EW0005","Method of Travel to Work","Percent",5.8
"375","E01003935","Taxi","QS701EW0006","Method of Travel to Work","Value",11
"376","E01003935","Taxi","QS701EW0006","Method of Travel to Work","Percent",0.9
"377","E01003935","Motorcycle, scooter or moped","QS701EW0007","Method of Travel to Work","Value",5
"378","E01003935","Motorcycle, scooter or moped","QS701EW0007","Method of Travel to Work","Percent",0.4
"379","E01003935","Driving a car or van","QS701EW0008","Method of Travel to Work","Value",44
"380","E01003935","Driving a car or van","QS701EW0008","Method of Travel to Work","Percent",3.8
"381","E01003935","Passenger in a car or van","QS701EW0009","Method of Travel to Work","Value",2
"382","E01003935","Passenger in a car or van","QS701EW0009","Method of Travel to Work","Percent",0.2
"383","E01003935","Bicycle","QS701EW0010","Method of Travel to Work","Value",45
"384","E01003935","Bicycle","QS701EW0010","Method of Travel to Work","Percent",3.9
"385","E01003935","On foot","QS701EW0011","Method of Travel to Work","Value",209
"386","E01003935","On foot","QS701EW0011","Method of Travel to Work","Percent",17.9
"387","E01003935","Other method of travel to work","QS701EW0012","Method of Travel to Work","Value",5
"388","E01003935","Other method of travel to work","QS701EW0012","Method of Travel to Work","Percent",0.4
"389","E01003935","Not in employment","QS701EW0013","Method of Travel to Work","Value",589
"390","E01003935","Not in employment","QS701EW0013","Method of Travel to Work","Percent",50.4
"391","E01003935","All categories: Method of travel to work","QS701EW0001","Method of Travel to Work","Value",0
"392","E01003935","All categories: Method of travel to work","QS701EW0001","Method of Travel to Work","Percent",NA
"393","E01003935","Work mainly at or from home","QS701EW0002","Method of Travel to Work","Value",0
"394","E01003935","Work mainly at or from home","QS701EW0002","Method of Travel to Work","Percent",NA
"395","E01003935","Underground, metro, light rail, tram","QS701EW0003","Method of Travel to Work","Value",0
"396","E01003935","Underground, metro, light rail, tram","QS701EW0003","Method of Travel to Work","Percent",NA
"397","E01003935","Train","QS701EW0004","Method of Travel to Work","Value",0
"398","E01003935","Train","QS701EW0004","Method of Travel to Work","Percent",NA
"399","E01003935","Bus, minibus or coach","QS701EW0005","Method of Travel to Work","Value",0
"400","E01003935","Bus, minibus or coach","QS701EW0005","Method of Travel to Work","Percent",NA
"401","E01003935","Taxi","QS701EW0006","Method of Travel to Work","Value",0
"402","E01003935","Taxi","QS701EW0006","Method of Travel to Work","Percent",NA
"403","E01003935","Motorcycle, scooter or moped","QS701EW0007","Method of Travel to Work","Value",0
"404","E01003935","Motorcycle, scooter or moped","QS701EW0007","Method of Travel to Work","Percent",NA
"405","E01003935","Driving a car or van","QS701EW0008","Method of Travel to Work","Value",0
"406","E01003935","Driving a car or van","QS701EW0008","Method of Travel to Work","Percent",NA
"407","E01003935","Passenger in a car or van","QS701EW0009","Method of Travel to Work","Value",0
"408","E01003935","Passenger in a car or van","QS701EW0009","Method of Travel to Work","Percent",NA
"409","E01003935","Bicycle","QS701EW0010","Method of Travel to Work","Value",0
"410","E01003935","Bicycle","QS701EW0010","Method of Travel to Work","Percent",NA
"411","E01003935","On foot","QS701EW0011","Method of Travel to Work","Value",0
"412","E01003935","On foot","QS701EW0011","Method of Travel to Work","Percent",NA
"413","E01003935","Other method of travel to work","QS701EW0012","Method of Travel to Work","Value",0
"414","E01003935","Other method of travel to work","QS701EW0012","Method of Travel to Work","Percent",NA
"415","E01003935","Not in employment","QS701EW0013","Method of Travel to Work","Value",0
"416","E01003935","Not in employment","QS701EW0013","Method of Travel to Work","Percent",NA
